Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
0168-XZKBB,Female,34,Yes,0,Boron,93516,34.95703,-117.73045,8,19,None,Yes,7.84,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,1564.4,0,0,148.96,1713.36,Stayed,,
0174-QRVVY,Male,21,Yes,2,San Marcos,92078,33.119028,-117.166036,2,71,None,Yes,9.2,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.35,1847.55,0,0,653.2,2500.75,Stayed,,
0177-PXBAT,Male,78,Yes,0,Desert Center,92239,33.889605,-115.257009,7,33,None,Yes,25.15,Yes,Yes,Fiber Optic,20,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,109.9,3694.7,0,0,829.95,4524.65,Stayed,,
0178-CIIKR,Female,60,No,0,Crows Landing,95313,37.435664,-121.049056,0,3,None,Yes,2.69,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.95,58,0,0,8.07,66.07,Joined,,
0178-SZBHO,Male,54,Yes,1,Tuolumne,95379,37.939768,-120.188002,7,47,None,Yes,1.09,Yes,Yes,Fiber Optic,13,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.2,4017.45,0,0,51.23,4068.68,Stayed,,
0181-RITDD,Male,42,Yes,3,San Diego,92120,32.807867,-117.060993,2,62,None,Yes,1.76,No,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.15,6825.65,0,0,109.12,6934.77,Stayed,,
0186-CAERR,Male,22,No,0,Auburn,95603,38.912881,-121.082766,0,71,None,Yes,2.88,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,116.3,8309.55,0,0,204.48,8514.03,Stayed,,
0187-QSXOE,Male,71,Yes,0,Fresno,93725,36.623632,-119.741322,8,7,None,Yes,41.97,No,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89,605.45,0,0,293.79,899.24,Stayed,,
0187-WZNAB,Female,56,Yes,2,Del Rey,93616,36.657462,-119.595293,6,27,Offer C,Yes,46.66,No,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.4,1972.35,0,0,1259.82,3232.17,Stayed,,
0188-GWFLE,Male,33,No,0,Redwood City,94065,37.527497,-122.230941,0,2,None,Yes,1.81,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,33.7,0,0,3.62,37.32,Joined,,
0191-EQUUH,Female,32,No,3,Landers,92285,34.341737,-116.539416,0,25,Offer C,No,,,Yes,Cable,75,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,35.05,844.45,0,0,0,844.45,Stayed,,
0191-ZHSKZ,Male,80,No,0,Hawthorne,90250,33.914775,-118.348083,0,30,None,Yes,38.61,No,Yes,DSL,5,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,74.75,2111.3,0,0,1158.3,3269.6,Stayed,,
0193-ESZXP,Female,73,Yes,0,Oceano,93445,35.059695,-120.604741,1,58,None,Yes,16.94,No,Yes,Fiber Optic,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.5,6205.5,0,0,982.52,7188.02,Churned,Attitude,Attitude of support person
0195-IESCP,Male,26,Yes,0,Armona,93202,36.315979,-119.710852,1,10,Offer D,Yes,2.02,Yes,Yes,Fiber Optic,82,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.25,855.3,0,100,20.2,975.5,Churned,Competitor,Competitor offered more data
0196-JTUQI,Female,59,No,0,Clarksburg,95612,38.384648,-121.578701,0,9,None,Yes,9.27,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.2,633.85,0,0,83.43,717.28,Stayed,,
0196-VULGZ,Female,78,Yes,0,Irvine,92620,33.716136,-117.752574,1,6,None,Yes,28.71,Yes,Yes,Fiber Optic,17,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.35,474.9,0,0,172.26,647.16,Churned,Other,Deceased
0197-PNKNK,Female,47,Yes,1,Scotts Valley,95066,37.070177,-122.010077,7,69,None,Yes,38.92,Yes,Yes,Fiber Optic,16,Yes,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,84.45,5848.6,0,40,2685.48,8574.08,Stayed,,
0201-MIBOL,Female,68,No,0,Salida,95368,37.713152,-121.08739,0,66,None,Yes,10.45,Yes,Yes,Fiber Optic,20,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.4,6471.85,0,0,689.7,7161.55,Stayed,,
0201-OAMXR,Female,30,No,0,Mckinleyville,95519,40.965011,-124.015255,0,70,Offer A,Yes,10.21,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,115.55,8127.6,0,0,714.7,8842.3,Churned,Dissatisfaction,Network reliability
0203-HHYIJ,Male,62,No,0,Atherton,94027,37.454924,-122.203168,0,25,Offer C,Yes,5.57,Yes,No,,,,,,,,,,,One Year,No,Bank Withdrawal,25.3,676.35,0,0,139.25,815.6,Churned,Price,Long distance charges
0206-OYVOC,Female,52,Yes,2,Huntington Beach,92649,33.721917,-118.043237,1,46,Offer B,Yes,24.33,No,No,,,,,,,,,,,Two Year,Yes,Credit Card,19.25,864.2,0,0,1119.18,1983.38,Stayed,,
0206-TBWLC,Female,63,Yes,0,Calimesa,92320,33.982787,-117.057627,7,54,Offer B,Yes,11.4,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,114.65,6049.5,0,0,615.6,6665.1,Stayed,,
0207-MDKNV,Female,54,No,0,Daly City,94014,37.691561,-122.445202,0,15,None,Yes,22.39,No,Yes,Fiber Optic,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.1,1582.75,0,0,335.85,1918.6,Churned,Competitor,Competitor made better offer
0208-BPQEJ,Female,48,Yes,1,Middletown,95461,38.787446,-122.58675,0,12,Offer D,Yes,8.25,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.4,198.1,0,0,99,297.1,Stayed,,
0212-ISBBF,Female,51,No,0,Berkeley,94705,37.858898,-122.240512,0,22,None,No,,,Yes,Cable,22,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,1098.85,0,0,0,1098.85,Stayed,,
0214-JHPFW,Female,22,Yes,0,Lost Hills,93249,35.637715,-119.893068,9,70,None,No,,,Yes,Cable,85,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,57.8,4039.3,1.01,0,0,4038.29,Stayed,,
0215-BQKGS,Male,52,No,0,Garden Grove,92844,33.766476,-117.969795,0,30,Offer C,Yes,24.73,No,Yes,Fiber Optic,20,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,84.3,2438.6,0,130,741.9,3310.5,Stayed,,
0218-QNVAS,Male,22,Yes,1,Indio,92203,33.752938,-116.230055,1,71,Offer A,Yes,28.34,Yes,Yes,Fiber Optic,59,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.55,7113.75,16.99,0,2012.14,9108.9,Stayed,,
0219-QAERP,Male,33,Yes,0,Oxnard,93033,34.156629,-119.117218,2,30,None,Yes,9.81,No,No,,,,,,,,,,,One Year,No,Credit Card,19.8,576.65,0,0,294.3,870.95,Stayed,,
0219-YTZUE,Male,26,Yes,0,San Diego,92122,32.85723,-117.209774,5,4,Offer E,Yes,28.77,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,371.9,0,0,115.08,486.98,Churned,Competitor,Competitor made better offer
0220-EBGCE,Male,58,No,0,Escondido,92027,33.141265,-116.967221,0,2,Offer E,Yes,14.14,No,Yes,Fiber Optic,28,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.85,167.3,0,0,28.28,195.58,Churned,Competitor,Competitor made better offer
0221-NAUXK,Male,22,No,1,Moreno Valley,92553,33.923149,-117.244933,0,10,None,Yes,7.86,No,No,,,,,,,,,,,One Year,Yes,Bank Withdrawal,19.95,219.5,0,0,78.6,298.1,Stayed,,
0221-WMXNQ,Male,66,No,0,Chino,91710,33.990646,-117.663025,0,4,Offer E,Yes,36.4,No,Yes,Fiber Optic,29,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.35,273.4,0,0,145.6,419,Stayed,,
0222-CNVPT,Male,69,No,0,Sacramento,95820,38.53508,-121.444144,0,52,Offer B,No,,,Yes,DSL,19,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,48.8,2555.05,0,0,0,2555.05,Stayed,,
0224-HJAPT,Male,25,No,0,San Diego,92117,32.825086,-117.199424,0,5,None,Yes,22.01,Yes,Yes,Cable,85,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,223.15,0,0,110.05,333.2,Churned,Competitor,Competitor made better offer
0224-NIJLP,Male,30,Yes,3,Turlock,95380,37.474396,-120.875917,1,8,Offer E,Yes,2.87,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.15,165.5,0,0,22.96,188.46,Stayed,,
0224-RLWWD,Female,73,No,0,Calexico,92231,32.690654,-115.431225,0,2,Offer E,Yes,23.91,No,Yes,Cable,22,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,44.3,89.3,0,0,47.82,137.12,Joined,,
0225-ZORZP,Male,46,No,0,Groveland,95321,37.902968,-119.667544,0,3,Offer E,Yes,13.72,No,Yes,Fiber Optic,26,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.3,235.05,0,0,41.16,276.21,Joined,,
0228-MAUWC,Male,40,No,0,Los Gatos,95033,37.160194,-121.945611,0,19,Offer D,Yes,11.85,Yes,Yes,DSL,18,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.55,1144.6,0,0,225.15,1369.75,Stayed,,
0229-LFJAF,Male,53,No,0,Clovis,93611,36.917652,-119.593757,0,72,Offer A,Yes,3.66,Yes,Yes,DSL,13,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,4908.25,0,0,263.52,5171.77,Stayed,,
0230-UBYPQ,Male,76,Yes,0,Hyampom,96046,40.648024,-123.465088,2,63,Offer B,No,,,Yes,DSL,7,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36.1,2298.9,0,0,0,2298.9,Stayed,,
0230-WEQUW,Male,38,Yes,0,Woodland Hills,91364,34.153733,-118.593408,1,66,None,No,,,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,3789.2,0,0,0,3789.2,Stayed,,
0231-LXVAP,Male,23,No,0,Temecula,92592,33.507255,-117.029473,0,1,None,Yes,44.56,No,Yes,Fiber Optic,27,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,75.9,0,0,44.56,120.46,Churned,Competitor,Competitor made better offer
0233-FTHAV,Female,24,No,0,Livingston,95334,37.361987,-120.748394,0,60,None,Yes,15.29,Yes,Yes,Fiber Optic,48,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.2,4765,0,0,917.4,5682.4,Stayed,,
0234-TEVTT,Female,43,Yes,3,Tulare,93274,36.185471,-119.375243,3,48,None,No,,,Yes,DSL,22,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,45,2196.3,0,0,0,2196.3,Stayed,,
0235-KGSLC,Female,45,No,0,Buellton,93427,34.631362,-120.238218,0,1,Offer E,Yes,33.34,No,Yes,Fiber Optic,4,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.55,85.55,0,0,33.34,118.89,Churned,Other,Moved
0236-HFWSV,Male,49,No,0,Palmdale,93552,34.557711,-118.029441,0,15,None,Yes,48.93,Yes,Yes,Fiber Optic,15,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.35,1444.65,0,0,733.95,2178.6,Churned,Competitor,Competitor had better devices
0237-YFUTL,Female,62,Yes,0,Midway City,92655,33.744439,-117.98588,4,50,Offer B,Yes,34.57,Yes,Yes,Fiber Optic,13,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.65,5405.8,0,0,1728.5,7134.3,Stayed,,
0238-WHBIQ,Male,25,Yes,1,Folsom,95630,38.672638,-121.147403,10,72,Offer A,Yes,33.75,Yes,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.7,6339.3,0,0,2430,8769.3,Stayed,,
0239-OXEXL,Female,37,No,0,Oakland,94619,37.787186,-122.14633,0,46,None,Yes,43.27,Yes,Yes,Fiber Optic,21,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,84.25,3847.6,0,100,1990.42,5938.02,Stayed,,
0244-LGNFY,Female,35,Yes,1,San Anselmo,94960,37.99272,-122.575026,4,72,None,Yes,30,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.65,6733,0,0,2160,8893,Stayed,,
0247-SLUJI,Male,37,Yes,3,Duarte,91010,34.145695,-117.95982,2,1,None,Yes,34.28,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.7,19.7,0,0,34.28,53.98,Joined,,
0248-IPDFW,Female,19,No,0,Lake Elsinore,92530,33.655421,-117.391751,0,1,None,Yes,29.13,Yes,Yes,Cable,51,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.1,50.1,0,0,29.13,79.23,Joined,,
0248-PGHBZ,Female,69,No,0,San Clemente,92672,33.429488,-117.609432,0,67,Offer A,Yes,2.57,No,Yes,Fiber Optic,21,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,92.45,6140.85,0,0,172.19,6313.04,Stayed,,
0253-ZTEOB,Female,44,Yes,1,Los Angeles,90004,34.076259,-118.310715,5,48,None,Yes,8.94,Yes,Yes,DSL,27,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.65,3870.3,0,0,429.12,4299.42,Stayed,,
0254-FNMCI,Female,19,No,0,Downey,90241,33.940884,-118.128628,0,72,None,Yes,41.91,No,Yes,Fiber Optic,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.9,7624.2,0,0,3017.52,10641.72,Stayed,,
0254-KCJGT,Male,64,Yes,0,Bodega Bay,94923,38.377165,-123.037957,6,52,Offer B,Yes,41.34,Yes,Yes,Cable,24,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,81.4,4354.45,0,0,2149.68,6504.13,Stayed,,
0254-WWRKD,Female,44,Yes,3,Challenge,95925,39.461768,-121.195825,1,67,Offer A,Yes,46.9,No,Yes,Cable,28,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,50.55,3431.75,0,0,3142.3,6574.05,Stayed,,
0256-LTHVJ,Female,58,Yes,0,Ludlow,92338,34.702766,-116.093376,1,28,Offer C,Yes,16.85,No,Yes,Fiber Optic,13,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,2227.1,0,0,471.8,2698.9,Churned,Competitor,Competitor had better devices
0257-KXZGU,Female,29,Yes,1,Santa Clara,95051,37.348129,-121.98469,9,32,Offer C,Yes,33.28,Yes,Yes,DSL,51,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.45,2045.55,0,0,1064.96,3110.51,Stayed,,
0257-ZESQC,Female,80,Yes,0,Perris,92571,33.828289,-117.201666,2,27,None,Yes,7.02,No,Yes,Cable,25,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,1929.35,0,0,189.54,2118.89,Churned,Attitude,Attitude of support person
0258-NOKBL,Male,22,No,0,Fortuna,95540,40.584991,-124.121504,0,3,None,Yes,31.48,No,Yes,Fiber Optic,73,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.4,268.45,0,0,94.44,362.89,Joined,,
0259-GBZSH,Male,22,No,0,San Diego,92122,32.85723,-117.209774,0,2,Offer E,Yes,40.43,Yes,Yes,Cable,27,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,181.5,0,0,80.86,262.36,Churned,Competitor,Competitor made better offer
0260-ZDLGK,Female,50,No,2,San Dimas,91773,34.102119,-117.815532,0,9,None,Yes,35.49,No,Yes,Cable,11,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,72.9,651.4,0,0,319.41,970.81,Churned,Competitor,Competitor made better offer
0263-FJTQO,Male,53,Yes,2,Rescue,95672,38.724322,-120.991237,10,50,Offer B,Yes,44.49,Yes,Yes,Cable,28,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.5,3486.65,0,0,2224.5,5711.15,Stayed,,
0264-CNITK,Female,45,Yes,2,Clio,96106,39.745805,-120.580882,1,71,None,Yes,31.03,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,20.1,1389.6,0,0,2203.13,3592.73,Stayed,,
0265-EDXBD,Male,76,Yes,0,San Diego,92122,32.85723,-117.209774,2,32,Offer C,Yes,47.34,Yes,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,2303.35,0,0,1514.88,3818.23,Churned,Attitude,Attitude of support person
0265-PSUAE,Female,57,Yes,3,Lotus,95651,38.815515,-120.916997,10,16,Offer D,Yes,27.27,No,Yes,Fiber Optic,76,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.7,1522.7,0,0,436.32,1959.02,Stayed,,
0266-CLZKZ,Female,45,Yes,3,San Marcos,92078,33.119028,-117.166036,8,67,Offer A,Yes,17.79,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.65,6717.9,0,0,1191.93,7909.83,Stayed,,
0266-GMEAO,Male,43,Yes,1,Lompoc,93436,34.601055,-120.382917,1,72,None,Yes,15.94,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.3,8058.55,0,0,1147.68,9206.23,Stayed,,
0268-QKIWO,Female,41,No,0,Pilot Hill,95664,38.803731,-121.043799,0,3,Offer E,Yes,24.63,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.75,58.85,0,0,73.89,132.74,Churned,Attitude,Attitude of support person
0269-XFESX,Male,22,Yes,3,San Francisco,94133,37.802071,-122.411004,1,23,None,Yes,48.02,Yes,No,,,,,,,,,,,One Year,No,Credit Card,24.35,538.5,0,0,1104.46,1642.96,Stayed,,
0270-THENM,Male,62,Yes,2,Mission Hills,91345,34.266389,-118.459744,1,72,None,Yes,28.37,Yes,Yes,DSL,18,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.85,5102.35,25.24,0,2042.64,7119.75,Stayed,,
0274-JKUJR,Male,21,Yes,2,Los Angeles,90040,33.994524,-118.149953,9,7,Offer E,No,,,Yes,Cable,47,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,-3,465.7,0,0,0,465.7,Stayed,,
0277-BKSQP,Male,49,Yes,3,Harbor City,90710,33.798266,-118.300237,10,8,Offer E,Yes,1.56,No,Yes,DSL,57,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.4,475.1,0,0,12.48,487.58,Stayed,,
0277-ORXQS,Male,33,Yes,4,San Francisco,94108,37.791998,-122.408653,9,66,Offer A,No,,,Yes,Cable,23,No,No,No,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,50.55,3364.55,0,110,0,3474.55,Stayed,,
0278-YXOOG,Male,30,No,0,Inglewood,90301,33.956445,-118.358634,0,5,Offer E,Yes,34.26,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,21.05,113.85,0,0,171.3,285.15,Churned,Attitude,Attitude of support person
0280-XJGEX,Male,38,No,1,Los Angeles,90015,34.039224,-118.266293,0,49,None,Yes,44.33,Yes,Yes,Fiber Optic,11,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.7,5036.3,0,0,2172.17,7208.47,Churned,Competitor,Competitor had better devices
0281-CNTZX,Male,56,Yes,0,Pescadero,94060,37.22565,-122.297533,2,63,Offer B,Yes,38.36,No,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,19.95,1234.8,0,0,2416.68,3651.48,Stayed,,
0282-NVSJS,Female,70,Yes,1,Aromas,95004,36.878364,-121.629781,1,12,Offer D,No,,,Yes,DSL,14,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,29.3,355.9,0,0,0,355.9,Stayed,,
0285-INHLN,Male,54,Yes,6,Badger,93603,36.64545,-118.924982,5,27,None,Yes,36.19,No,Yes,DSL,53,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.75,1510.3,0,0,977.13,2487.43,Stayed,,
0289-IVARM,Female,57,No,0,Parlier,93648,36.622237,-119.521126,0,35,None,Yes,44.81,No,Yes,DSL,20,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.55,1982.6,0,0,1568.35,3550.95,Stayed,,
0292-WEGCH,Female,40,Yes,2,Death Valley,92328,36.27688,-117.033326,7,54,Offer B,Yes,4.33,Yes,Yes,DSL,12,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.2,4524.05,0,0,233.82,4757.87,Stayed,,
0295-PPHDO,Male,56,No,0,La Puente,91744,34.031441,-117.936436,0,1,None,Yes,5.59,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,95.45,0,0,5.59,101.04,Churned,Competitor,Competitor had better devices
0295-QVKPB,Male,38,No,0,Riverdale,93656,36.452211,-119.94575,0,5,Offer E,Yes,13.96,No,Yes,DSL,5,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,63.95,318.1,0,0,69.8,387.9,Stayed,,
0297-RBCSG,Male,61,No,0,San Francisco,94104,37.791222,-122.402241,0,19,None,Yes,41.79,No,Yes,DSL,6,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,65.35,1231.85,0,60,794.01,2085.86,Stayed,,
0298-XACET,Male,35,Yes,2,Berry Creek,95916,39.657228,-121.37778,1,52,None,No,,,Yes,DSL,17,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,50.2,2554,27.01,0,0,2526.99,Stayed,,
0301-FIDRB,Female,61,Yes,3,Fulton,95439,38.493888,-122.777141,8,72,None,No,,,Yes,DSL,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.8,4684.3,0,0,0,4684.3,Stayed,,
0301-KOBTQ,Male,50,No,0,Capitola,95010,36.977025,-121.952864,0,32,None,Yes,14.91,No,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,20.05,614.45,9.73,0,477.12,1081.84,Stayed,,
0302-JOIVN,Female,47,Yes,0,San Diego,92109,32.787836,-117.232376,1,8,None,Yes,16.88,No,Yes,Fiber Optic,6,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.15,842.9,0,0,135.04,977.94,Churned,Competitor,Competitor made better offer
0303-UNCIP,Male,35,No,0,Claremont,91711,34.127621,-117.717863,0,41,Offer B,Yes,37.55,Yes,Yes,DSL,30,No,No,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,65,2531.8,0,140,1539.55,4211.35,Stayed,,
0303-WMMRN,Male,32,No,0,Glendale,91207,34.182378,-118.262922,0,5,None,Yes,21.01,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.25,86.05,0,0,105.05,191.1,Stayed,,
0305-SQECB,Female,54,No,1,Gardena,90248,33.876482,-118.284077,0,11,None,No,,,Yes,DSL,17,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,36.05,402.6,0,100,0,502.6,Stayed,,
0306-JAELE,Male,61,No,0,Fallbrook,92028,33.362575,-117.299644,0,5,None,Yes,31.09,No,Yes,Fiber Optic,11,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.1,453.4,0,0,155.45,608.85,Churned,Competitor,Competitor made better offer
0307-BCOPK,Female,62,No,0,San Francisco,94134,37.721052,-122.413573,0,16,Offer D,Yes,41.51,No,No,,,,,,,,,,,One Year,No,Credit Card,19.05,326.65,0,0,664.16,990.81,Stayed,,
0308-GIQJT,Male,80,No,0,San Diego,92126,32.886925,-117.152162,0,71,None,Yes,6.1,Yes,Yes,Fiber Optic,9,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,105.75,7382.85,0,0,433.1,7815.95,Stayed,,
0308-IVGOK,Female,23,No,0,Santa Ana,92703,33.748635,-117.906125,0,11,None,No,,,Yes,DSL,59,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,40.4,422.6,0,0,0,422.6,Stayed,,
0310-MVLET,Female,63,Yes,0,Snelling,95369,37.521708,-120.426843,1,61,None,Yes,49.33,Yes,Yes,Fiber Optic,7,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,6010.05,0,0,3009.13,9019.18,Churned,Dissatisfaction,Service dissatisfaction
0310-SUCIN,Female,50,Yes,0,Darwin,93522,36.319181,-117.593053,2,71,None,Yes,23.06,No,Yes,Cable,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.8,6046.1,0,0,1637.26,7683.36,Stayed,,
0310-VQXAM,Male,56,No,0,San Bernardino,92404,34.183286,-117.221722,0,9,None,Yes,40.74,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.85,178.8,0,0,366.66,545.46,Stayed,,
