Customer ID,Gender,Age,Married,City,Zip Code,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges, Lines  type,Internet Service,Internet Type,Avg Monthly GB Download,Streaming,Contract,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
0746-JTRFU,Male,22,No,Kingsburg,93631,0,2,No,0,No line,Yes,Cable,73,Music,Month-to-Month,Bank Withdrawal,25.05,56.35,0,56.35,Churned,Dissatisfaction,Product dissatisfaction
0748-RDGGM,Male,38,Yes,Tarzana,91356,1,70,Yes,39.63,Single,Yes,Fiber Optic,26,TV&Movies & Music,One Year,Bank Withdrawal,109.5,7534.65,2774.1,10308.75,Churned,Price,Long distance charges
0749-IRGQE,Female,68,Yes,Buena Park,90621,5,13,No,0,No line,Yes,DSL,9,TV&Movies,Month-to-Month,Bank Withdrawal,45.3,528.45,0,528.45,Stayed,No Churn,No Churn
0750-EBAIU,Male,43,No,Temecula,92590,0,52,Yes,31.31,Single,Yes,Fiber Optic,12,TV,One Year,Bank Withdrawal,91.25,4738.3,1628.12,6366.42,Stayed,No Churn,No Churn
0750-EKNGL,Male,44,No,Hyampom,96046,0,7,Yes,47.19,Single,No,No Internet,0,Unknown,Month-to-Month,Mailed Check,20.75,141.1,330.33,471.43,Stayed,No Churn,No Churn
0754-EEBDC,Male,25,Yes,Covina,91723,1,4,Yes,24.57,Single,No,No Internet,0,Unknown,Two Year,Mailed Check,19.9,76.65,98.28,174.93,Stayed,No Churn,No Churn
0754-UKWQP,Male,63,No,Cool,95614,0,2,Yes,37.43,Single,Yes,Fiber Optic,18,TV&Movies & Music,Month-to-Month,Bank Withdrawal,95.85,197.7,74.86,272.56,Churned,Competitor,Competitor had better devices
0756-MPZRL,Male,35,No,Pauma Valley,92061,0,46,No,0,No line,Yes,DSL,18,Unknown,One Year,Credit Card,33.7,1537.85,0,1537.85,Stayed,No Churn,No Churn
0757-WCUUZ,Male,29,Yes,June Lake,93529,1,54,Yes,36.09,Multiple,Yes,DSL,59,Movies & Music,Two Year,Credit Card,63.35,3409.1,1948.86,5357.96,Stayed,No Churn,No Churn
0761-AETCS,Female,58,No,Colton,92324,0,1,Yes,25.62,Single,No,No Internet,0,Unknown,Month-to-Month,Bank Withdrawal,19.3,19.3,25.62,44.92,Churned,Attitude,Attitude of support person
0769-MURVM,Female,44,Yes,Carmel Valley,93924,5,72,No,0,No line,Yes,Cable,23,TV&Movies & Music,Two Year,Bank Withdrawal,65.7,4575.35,0,4575.35,Stayed,No Churn,No Churn
0771-CHWSK,Male,56,No,Brawley,92227,0,66,Yes,45.57,Multiple,Yes,DSL,11,Movies & Music,Two Year,Credit Card,74.6,4798.4,3007.62,7806.02,Stayed,No Churn,No Churn
0771-WLCLA,Female,49,Yes,Big Bear Lake,92315,8,16,Yes,46.45,Multiple,Yes,Fiber Optic,12,TV&Movies & Music,Month-to-Month,Bank Withdrawal,112.95,1882.55,743.2,2625.75,Stayed,No Churn,No Churn
0772-GYEQQ,Male,33,No,Lodi,95240,0,3,Yes,49.4,Single,Yes,Fiber Optic,10,TV,Month-to-Month,Credit Card,88.35,262.05,148.2,410.25,Churned,Competitor,Competitor offered more data
0774-IFUVM,Male,19,Yes,Stockton,95202,7,11,Yes,16.71,Multiple,Yes,DSL,59,TV,Month-to-Month,Bank Withdrawal,65.15,723.35,183.81,907.16,Stayed,No Churn,No Churn
0774-RMNUW,Female,44,Yes,Pala,92059,6,71,No,0,No line,Yes,Cable,19,TV&Movies & Music,Two Year,Bank Withdrawal,59.7,4122.65,0,4122.65,Stayed,No Churn,No Churn
0778-NELLA,Male,43,No,Anaheim,92805,0,9,No,0,No line,Yes,DSL,9,TV,Month-to-Month,Credit Card,34.7,296.1,0,296.1,Churned,Competitor,Competitor offered higher download speeds
0780-XNZFN,Male,60,No,Oakland,94618,0,57,Yes,1.69,Single,No,No Internet,0,Unknown,Two Year,Bank Withdrawal,20.65,1125.6,96.33,1221.93,Stayed,No Churn,No Churn
0781-LKXBR,Male,65,No,San Francisco,94102,0,9,Yes,48.71,Multiple,Yes,Fiber Optic,15,TV&Movies & Music,Month-to-Month,Bank Withdrawal,100.5,918.6,438.39,1356.99,Churned,Competitor,Competitor had better devices
0784-GTUUK,Male,26,Yes,Newman,95360,6,62,Yes,32.28,Multiple,No,No Internet,0,Unknown,One Year,Credit Card,23.75,1446.8,2001.36,3448.16,Stayed,No Churn,No Churn
0784-ZQJZX,Male,22,No,Spreckels,93962,0,72,Yes,31.93,Single,No,No Internet,0,Unknown,Two Year,Credit Card,19.9,1529.65,2298.96,3828.61,Stayed,No Churn,No Churn
0786-IVLAW,Female,72,No,Valley Village,91607,0,66,Yes,3.57,Multiple,Yes,Fiber Optic,28,TV&Movies,One Year,Bank Withdrawal,108.1,7238.6,235.62,7474.22,Stayed,No Churn,No Churn
0786-VSSUD,Male,68,No,San Diego,92123,0,16,No,0,No line,Yes,DSL,24,TV,Month-to-Month,Mailed Check,39,679.85,0,679.85,Churned,Competitor,Competitor had better devices
0787-LHDYT,Male,36,No,Carmel Valley,93924,0,16,Yes,33.44,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,20.6,330.25,535.04,865.29,Stayed,No Churn,No Churn
0788-DXBFY,Male,54,Yes,Tustin,92780,3,58,Yes,27.93,Single,No,No Internet,0,Unknown,One Year,Bank Withdrawal,19.55,1108.8,1619.94,2728.74,Stayed,No Churn,No Churn
0793-TWELN,Female,27,No,Los Angeles,90026,0,4,Yes,6.5,Multiple,Yes,Fiber Optic,73,Unknown,Month-to-Month,Bank Withdrawal,80.15,319.85,26,345.85,Stayed,No Churn,No Churn
0794-YVSGE,Male,29,Yes,Pasadena,91101,9,72,Yes,27.16,Single,No,No Internet,0,Unknown,Two Year,Bank Withdrawal,20.3,1401.15,1955.52,3356.67,Stayed,No Churn,No Churn
0795-GMVQO,Male,36,Yes,San Diego,92105,1,67,Yes,23.13,Multiple,Yes,Fiber Optic,24,TV&Movies & Music,One Year,Credit Card,109.9,7332.4,1549.71,8882.11,Stayed,No Churn,No Churn
0795-LAFGP,Male,25,Yes,Fullerton,92835,1,71,Yes,3.57,Multiple,Yes,DSL,52,TV&Movies & Music,Two Year,Bank Withdrawal,90.4,6668.05,253.47,6921.52,Stayed,No Churn,No Churn
0795-XCCTE,Male,80,No,Bishop,93514,0,72,Yes,26.01,Multiple,No,No Internet,0,Unknown,Two Year,Bank Withdrawal,25.4,1809.35,1872.72,3682.07,Stayed,No Churn,No Churn
0799-DDIHE,Female,24,Yes,Grenada,96038,7,15,Yes,24.27,Single,Yes,Cable,27,Unknown,Month-to-Month,Bank Withdrawal,46.3,639.45,364.05,1003.5,Stayed,No Churn,No Churn
0804-XBFBV,Female,49,No,Foothill Ranch,92610,0,11,No,0,No line,Yes,DSL,19,Unknown,Month-to-Month,Bank Withdrawal,25.2,321.05,0,321.05,Stayed,No Churn,No Churn
0804-YGEQV,Female,59,Yes,Palm Desert,92211,9,43,Yes,28.03,Multiple,No,No Internet,0,Unknown,One Year,Bank Withdrawal,24.45,993.15,1205.29,2157.11,Stayed,No Churn,No Churn
0807-ZABDG,Female,43,No,Woodland,95776,0,3,Yes,26.04,Single,Yes,Cable,16,Unknown,Month-to-Month,Mailed Check,55.1,154.65,78.12,232.77,Churned,Competitor,Competitor offered higher download speeds
0810-BDHAW,Female,54,Yes,Chowchilla,93610,4,24,Yes,31.62,Multiple,Yes,DSL,12,TV&Movies & Music,One Year,Bank Withdrawal,78.4,1832.4,758.88,2721.28,Stayed,No Churn,No Churn
0810-DHDBD,Female,31,No,Rohnert Park,94928,0,52,Yes,21.38,Multiple,Yes,Cable,21,TV,One Year,Credit Card,74,3877.65,1111.76,4989.41,Stayed,No Churn,No Churn
0811-GSDTP,Female,50,No,Alameda,94502,0,13,No,0,No line,Yes,Cable,19,Unknown,Month-to-Month,Bank Withdrawal,30.15,382.2,0,392.2,Stayed,No Churn,No Churn
0812-WUPTB,Male,65,Yes,Corona Del Mar,92625,1,1,Yes,49.6,Single,Yes,Fiber Optic,13,Unknown,Month-to-Month,Credit Card,70.85,70.85,49.6,120.45,Churned,Price,Long distance charges
0813-TAXXS,Male,48,No,Alderpoint,95511,0,55,Yes,26.3,Multiple,Yes,DSL,23,TV&Movies & Music,Two Year,Bank Withdrawal,77.8,4323.35,1446.5,5769.85,Stayed,No Churn,No Churn
0815-MFZGM,Female,54,Yes,Morgan Hill,95037,9,42,Yes,1.31,Single,Yes,Fiber Optic,17,TV&Movies & Music,Two Year,Credit Card,99,4135,55.02,4190.02,Stayed,No Churn,No Churn
0816-TSPHQ,Male,35,No,Kettleman City,93239,0,2,Yes,27.67,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,20.75,44.2,55.34,99.54,Joined,No Churn,No Churn
0817-HSUSE,Male,26,No,Altadena,91001,0,1,Yes,5.63,Single,Yes,Cable,52,TV&Movies & Music,Month-to-Month,Bank Withdrawal,75.5,75.5,5.63,81.13,Joined,No Churn,No Churn
0818-OCPZO,Male,80,No,Los Angeles,90059,0,27,Yes,42.91,Multiple,Yes,Fiber Optic,5,Unknown,Month-to-Month,Bank Withdrawal,81.45,2122.05,1158.57,3280.62,Churned,Competitor,Competitor offered more data
0820-FNRNX,Male,48,Yes,Lafayette,94549,1,17,Yes,29.87,Multiple,Yes,DSL,53,Unknown,Month-to-Month,Mailed Check,66.7,1077.05,507.79,1584.84,Stayed,No Churn,No Churn
0822-GAVAP,Female,19,No,Posey,93260,0,2,No,0,No line,Yes,DSL,76,Movies & Music,Month-to-Month,Bank Withdrawal,34.7,62.25,0,62.25,Churned,Competitor,Competitor made better offer
0822-QGCXA,Female,76,Yes,Los Angeles,90068,5,27,Yes,3.43,Multiple,Yes,DSL,21,TV&Movies & Music,Month-to-Month,Bank Withdrawal,83.85,2310.2,92.61,2402.81,Stayed,No Churn,No Churn
0823-HSCDJ,Male,76,No,Temecula,92592,0,52,No,0,No line,Yes,DSL,18,TV&Movies & Music,Month-to-Month,Bank Withdrawal,49.15,2550.9,0,2580.9,Churned,Competitor,Competitor made better offer
0824-VWDPO,Female,58,No,Mckinleyville,95519,0,45,Yes,1.57,Multiple,Yes,Fiber Optic,30,Movies & Music,One Year,Bank Withdrawal,96.75,4442.75,70.65,4513.4,Stayed,No Churn,No Churn
0825-CPPQH,Female,26,Yes,Laytonville,95454,2,71,Yes,39.44,Single,No,No Internet,0,Unknown,Two Year,Credit Card,19.1,1372.45,2800.24,4172.69,Stayed,No Churn,No Churn
0827-ITJPH,Male,33,No,Los Angeles,90047,0,36,Yes,8.5,Single,No,No Internet,0,Unknown,Two Year,Credit Card,18.55,689,306,995,Stayed,No Churn,No Churn
0829-DDVLK,Female,58,No,Orange,92866,0,15,Yes,9.74,Single,No,No Internet,0,Unknown,One Year,Credit Card,20.1,302.45,146.1,448.55,Stayed,No Churn,No Churn
0829-XXPLX,Female,48,No,Cutler,93615,0,20,Yes,30.52,Single,Yes,Fiber Optic,21,TV,Month-to-Month,Bank Withdrawal,89.4,1871.15,610.4,2481.55,Stayed,No Churn,No Churn
0831-JNISG,Male,52,Yes,San Jose,95148,9,71,Yes,23.34,Single,No,No Internet,0,Unknown,Two Year,Credit Card,19.8,1396.25,1657.14,3053.39,Stayed,No Churn,No Churn
0835-DUUIQ,Female,55,No,Alameda,94501,0,24,Yes,47.31,Single,No,No Internet,0,Unknown,One Year,Bank Withdrawal,21.05,531.55,1135.44,1666.99,Stayed,No Churn,No Churn
0835-JKADZ,Female,29,No,San Francisco,94107,0,71,Yes,41.92,Multiple,Yes,Fiber Optic,53,TV&Movies & Music,Two Year,Bank Withdrawal,111.25,7984.15,2976.32,10960.47,Stayed,No Churn,No Churn
0836-SEYLU,Male,64,Yes,San Diego,92128,2,9,No,0,No line,Yes,DSL,26,TV,Month-to-Month,Mailed Check,40.65,328.95,0,328.95,Churned,Competitor,Competitor had better devices
0839-JTCUD,Female,31,Yes,Mission Viejo,92691,9,66,Yes,36.36,Multiple,Yes,Cable,3,TV&Movies & Music,Two Year,Credit Card,89.9,5958.85,2399.76,8358.61,Stayed,No Churn,No Churn
0839-QNXME,Female,35,No,Surfside,90743,0,30,Yes,9.27,Single,No,No Internet,0,Unknown,Two Year,Credit Card,19.4,578.5,278.1,856.6,Stayed,No Churn,No Churn
0840-DCNZE,Male,33,No,Newport Beach,92661,0,47,Yes,36.78,Single,Yes,DSL,25,TV&Movies & Music,One Year,Bank Withdrawal,-2,4138.9,1728.66,5867.56,Stayed,No Churn,No Churn
0840-DFEZH,Female,63,No,Los Angeles,90036,0,7,Yes,25.17,Multiple,Yes,Fiber Optic,17,Unknown,Month-to-Month,Bank Withdrawal,75.35,564.65,176.19,740.84,Stayed,No Churn,No Churn
0841-NULXI,Male,38,No,Stockton,95209,0,1,No,0,No line,Yes,DSL,26,Movies & Music,Month-to-Month,Bank Withdrawal,35.55,35.55,0,35.55,Churned,Other,Other issues
0842-IWYCP,Female,19,No,Helendale,92342,0,46,Yes,40.32,Single,Yes,Cable,51,Unknown,Month-to-Month,Bank Withdrawal,44.95,2168.9,1854.72,4023.62,Stayed,No Churn,No Churn
0843-WTBXE,Male,38,No,San Diego,92126,0,53,Yes,16.43,Multiple,Yes,Fiber Optic,29,TV,Month-to-Month,Bank Withdrawal,85.45,4517.25,870.79,5388.04,Churned,Other,Other issues
0847-HGRML,Male,44,No,North Palm Springs,92258,0,62,Yes,24.48,Single,No,No Internet,0,Unknown,Two Year,Bank Withdrawal,20,1250.1,1517.76,2767.86,Stayed,No Churn,No Churn
0848-SOMKO,Male,23,No,Shingle Springs,95682,0,70,No,0,No line,Yes,DSL,26,Movies & Music,Two Year,Bank Withdrawal,48.4,3442.8,0,3442.8,Stayed,No Churn,No Churn
0848-ZGQIJ,Female,56,Yes,Saratoga,95070,3,16,Yes,10.5,Single,Yes,Fiber Optic,2,TV&Movies & Music,Month-to-Month,Bank Withdrawal,94.65,1461.15,168,1629.15,Stayed,No Churn,No Churn
0851-DFJKB,Female,57,No,Concord,94518,0,15,Yes,30.54,Single,Yes,DSL,11,Unknown,Month-to-Month,Bank Withdrawal,58.95,955.15,458.1,1413.25,Stayed,No Churn,No Churn
0853-NWIFK,Female,27,No,Woodacre,94973,0,45,Yes,1.03,Single,Yes,Fiber Optic,47,TV&Movies & Music,One Year,Bank Withdrawal,100.3,4483.95,46.35,4530.3,Stayed,No Churn,No Churn
0853-TWRVK,Male,59,Yes,North Hollywood,91606,5,72,Yes,6.15,Multiple,Yes,Fiber Optic,5,Movies & Music,Two Year,Bank Withdrawal,105.6,7581.5,442.8,8024.3,Stayed,No Churn,No Churn
0854-UYHZD,Female,21,Yes,West Covina,91792,1,13,Yes,42.23,Single,No,No Internet,0,Unknown,Two Year,Mailed Check,19.55,265.3,548.99,814.29,Stayed,No Churn,No Churn
0856-NAOES,Male,29,No,Concord,94519,0,6,Yes,45.67,Single,Yes,DSL,71,TV,Month-to-Month,Credit Card,60.9,414.1,274.02,688.12,Stayed,No Churn,No Churn
0859-YGKFW,Male,56,Yes,Olivehurst,95961,1,18,Yes,28.06,Single,No,No Internet,0,Unknown,One Year,Bank Withdrawal,20.05,345.9,505.08,850.98,Stayed,No Churn,No Churn
0862-PRCBS,Female,32,Yes,San Francisco,94132,6,68,Yes,16.09,Multiple,Yes,Fiber Optic,53,TV&Movies & Music,Two Year,Credit Card,103.75,7039.45,1094.12,8133.57,Stayed,No Churn,No Churn
0864-FVJNJ,Female,63,Yes,Trinidad,95570,1,64,Yes,6.83,Multiple,Yes,Fiber Optic,19,TV&Movies & Music,One Year,Bank Withdrawal,113.35,7222.75,437.12,7679.87,Stayed,No Churn,No Churn
0866-QLSIR,Female,53,No,Garden Grove,92843,0,34,Yes,34.41,Multiple,Yes,DSL,4,Unknown,One Year,Mailed Check,64.4,2088.75,1169.94,3258.69,Churned,Attitude,Attitude of support person
0867-LDTTC,Male,51,No,Sacramento,95830,0,5,Yes,45.69,Single,Yes,Cable,4,TV&Movies & Music,Month-to-Month,Bank Withdrawal,75.15,392.65,228.45,621.1,Stayed,No Churn,No Churn
0867-MKZVY,Female,26,Yes,Altadena,91001,5,20,Yes,36.6,Multiple,Yes,Fiber Optic,51,Music,Month-to-Month,Bank Withdrawal,82.4,1592.35,732,2290.92,Churned,Price,Price too high
0868-VJRDR,Male,61,Yes,Cassel,96016,1,64,Yes,4.76,Single,Yes,Fiber Optic,8,TV&Movies & Music,Two Year,Credit Card,104.05,6605.55,304.64,6910.19,Stayed,No Churn,No Churn
0869-PAPRP,Female,68,Yes,Pixley,93256,4,26,Yes,46.24,Single,Yes,Fiber Optic,4,TV,Two Year,Credit Card,85.7,2067,1202.24,3269.24,Stayed,No Churn,No Churn
0870-VEMYL,Female,34,No,Columbia,95310,0,5,Yes,24.32,Single,Yes,Cable,22,Unknown,Month-to-Month,Credit Card,53.85,259.8,121.6,368.44,Churned,Competitor,Competitor offered higher download speeds
0871-OPBXW,Female,57,No,Escondido,92027,0,2,Yes,6.85,Single,No,No Internet,0,Unknown,Month-to-Month,Mailed Check,20.05,39.25,13.7,52.95,Joined,No Churn,No Churn
0871-URUWO,Male,36,Yes,Sheep Ranch,95250,1,13,Yes,30.55,Multiple,Yes,Fiber Optic,28,TV&Movies & Music,Month-to-Month,Credit Card,102.25,1359,397.15,1756.15,Churned,Competitor,Competitor had better devices
0872-CASZJ,Male,30,Yes,Hamilton City,95951,1,59,Yes,20.5,Multiple,Yes,Cable,53,Movies & Music,One Year,Credit Card,69.1,4096.9,1209.5,5306.4,Stayed,No Churn,No Churn
0872-JCPIB,Male,47,No,Pinecrest,95364,0,17,Yes,47.45,Multiple,Yes,DSL,5,Movies & Music,Month-to-Month,Bank Withdrawal,65.75,1111.2,806.65,1917.85,Stayed,No Churn,No Churn
0872-NXJYS,Female,40,No,West Hollywood,90069,0,9,Yes,45.41,Single,Yes,Fiber Optic,23,Movies & Music,Month-to-Month,Bank Withdrawal,79.55,723.4,408.69,1132.09,Churned,Competitor,Competitor offered more data
0875-CABNR,Female,70,No,San Luis Obispo,93401,0,10,Yes,16.85,Single,Yes,Fiber Optic,30,Movies & Music,Month-to-Month,Credit Card,84.6,865.55,168.5,1034.05,Churned,Attitude,Attitude of support person
0876-WDUUZ,Female,62,No,Pine Grove,95665,0,5,Yes,43.51,Single,Yes,Fiber Optic,17,Movies & Music,Month-to-Month,Credit Card,85.4,425.9,217.55,643.45,Churned,Price,Long distance charges
0877-SDMBN,Female,20,No,San Diego,92126,0,54,Yes,43.47,Multiple,Yes,Fiber Optic,82,TV&Movies & Music,One Year,Bank Withdrawal,103.95,5639.05,2347.38,7986.43,Churned,Competitor,Competitor made better offer
0880-FVFWF,Male,32,No,Livermore,94550,0,56,Yes,37.15,Multiple,Yes,Fiber Optic,13,Unknown,Month-to-Month,Bank Withdrawal,86.4,4922.4,2080.4,7002.8,Stayed,No Churn,No Churn
0880-TKATG,Male,21,Yes,Lucerne Valley,92356,3,4,Yes,9.56,Multiple,Yes,Fiber Optic,48,TV&Movies & Music,Month-to-Month,Bank Withdrawal,101.15,385.9,38.24,424.14,Churned,Competitor,Competitor had better devices
0883-EIBTI,Female,23,No,Clarksburg,95612,0,2,Yes,28.02,Single,No,No Internet,0,Unknown,Month-to-Month,Mailed Check,19.5,31.55,56.04,87.59,Churned,Dissatisfaction,Limited range of services
0885-HMGPY,Male,55,No,Honeydew,95545,0,62,Yes,41.13,Multiple,Yes,Cable,12,Unknown,Two Year,Bank Withdrawal,69.4,4237.5,2550.06,6787.56,Stayed,No Churn,No Churn
0886-QGENL,Female,72,Yes,San Diego,92104,1,27,Yes,45.82,Single,Yes,Fiber Optic,13,TV&Movies,Month-to-Month,Bank Withdrawal,101.25,2754.45,1237.14,3991.59,Churned,Attitude,Attitude of service provider
0887-HJGAR,Male,57,No,Coalinga,93210,0,1,Yes,5.55,Single,Yes,DSL,13,Unknown,Month-to-Month,Mailed Check,45.7,45.7,5.55,51.25,Churned,Competitor,Competitor offered higher download speeds
0887-WBJVH,Female,29,Yes,Cressey,95312,1,53,Yes,38.35,Single,Yes,Fiber Optic,82,TV&Movies & Music,One Year,Bank Withdrawal,93.45,4872.2,2032.55,6904.75,Stayed,No Churn,No Churn
0895-DQHEW,Male,47,Yes,Burney,96013,1,54,Yes,35.46,Multiple,Yes,Fiber Optic,23,TV&Movies & Music,Month-to-Month,Bank Withdrawal,104.3,5278.15,1914.84,7181.54,Churned,Competitor,Competitor offered more data
0895-LMRSF,Male,34,No,Imperial Beach,91932,0,23,Yes,46.4,Single,Yes,Cable,23,TV&Movies & Music,One Year,Bank Withdrawal,64.9,1509.8,1067.2,2707,Stayed,No Churn,No Churn
0895-LNKRC,Male,53,Yes,El Monte,91732,10,6,Yes,1.57,Single,No,No Internet,0,Unknown,One Year,Credit Card,19.45,113.5,9.42,122.92,Stayed,No Churn,No Churn
0895-UADGO,Male,46,No,River Pines,95675,0,8,No,0,No line,Yes,Cable,4,Movies & Music,Two Year,Mailed Check,44.55,343.45,0,343.45,Stayed,No Churn,No Churn
0897-FEGMU,Female,43,Yes,Los Angeles,90048,1,11,Yes,31.08,Multiple,Yes,Fiber Optic,26,TV&Movies & Music,Month-to-Month,Bank Withdrawal,99.5,1056.95,341.88,1398.83,Churned,Dissatisfaction,Network reliability
0898-XCGTF,Male,46,Yes,Los Angeles,90039,1,61,Yes,21.96,Multiple,Yes,Fiber Optic,2,TV&Movies & Music,One Year,Bank Withdrawal,96.5,5673.7,1339.56,7013.26,Stayed,No Churn,No Churn
0899-LIIBW,Male,21,Yes,Forks Of Salmon,96031,8,34,Yes,33.55,Multiple,Yes,Fiber Optic,41,TV&Movies & Music,Month-to-Month,Bank Withdrawal,100.85,3527.3,1140.7,4668,Stayed,No Churn,No Churn
0899-WZRSD,Male,31,No,Marina Del Rey,90292,0,56,Yes,37.99,Multiple,Yes,Fiber Optic,24,TV&Movies & Music,Month-to-Month,Credit Card,105.35,5794.45,2127.44,7921.89,Stayed,No Churn,No Churn
0902-RFHOF,Male,38,No,Loomis,95650,0,38,Yes,22.23,Single,No,No Internet,0,Unknown,One Year,Credit Card,20.1,730.1,844.74,1574.84,Stayed,No Churn,No Churn
0902-XKXPN,Male,29,Yes,Redding,96001,2,69,Yes,23.55,Single,No,No Internet,0,Unknown,Two Year,Bank Withdrawal,20.2,1376.5,1624.95,3001.45,Stayed,No Churn,No Churn
0906-QVPMS,Male,29,Yes,Monterey,93940,4,72,Yes,35.71,Multiple,Yes,Fiber Optic,58,TV&Movies & Music,Two Year,Bank Withdrawal,115.15,8349.45,2571.12,10920.57,Stayed,No Churn,No Churn
0907-HQNTS,Female,74,Yes,Pittsburg,94565,8,70,Yes,46.2,Multiple,Yes,Fiber Optic,14,TV&Movies,Two Year,Credit Card,113,7987.6,3234,11221.6,Stayed,No Churn,No Churn
0909-SDHNU,Female,33,No,Los Angeles,90036,0,7,No,0,No line,Yes,Cable,19,Unknown,Month-to-Month,Credit Card,29.8,201.95,0,201.95,Stayed,No Churn,No Churn
0909-SELIE,Male,53,Yes,Clearlake Oaks,95423,1,61,Yes,43.48,Multiple,Yes,DSL,20,Movies & Music,Two Year,Bank Withdrawal,80.8,4860.85,2652.28,7495.96,Stayed,No Churn,No Churn
0913-XWSCN,Male,29,Yes,Sun City,92585,1,55,Yes,41.89,Multiple,Yes,Fiber Optic,52,Movies & Music,Month-to-Month,Bank Withdrawal,85.5,4713.4,2303.95,7017.35,Stayed,No Churn,No Churn
0916-KNFAJ,Male,37,Yes,San Jose,95133,1,61,Yes,4.69,Multiple,Yes,Cable,4,Movies & Music,Two Year,Credit Card,69.9,4226.7,286.09,4512.79,Stayed,No Churn,No Churn
0916-QOFDP,Female,79,Yes,Randsburg,93554,5,14,Yes,14.39,Multiple,Yes,Fiber Optic,30,TV&Movies,Two Year,Bank Withdrawal,95.8,1346.3,201.46,1547.76,Stayed,No Churn,No Churn
0917-EZOLA,Male,66,Yes,Lakewood,90713,0,72,Yes,6.03,Multiple,Yes,Fiber Optic,2,TV&Movies,Two Year,Bank Withdrawal,104.15,7689.95,434.16,8124.11,Churned,Price,Extra data charges
0921-OHLVP,Male,35,No,Paradise,95969,0,22,Yes,11.46,Multiple,Yes,Fiber Optic,16,Movies & Music,Month-to-Month,Bank Withdrawal,83.05,1799.3,252.12,2051.42,Stayed,No Churn,No Churn
0923-PNFUB,Female,55,No,Westlake Village,91361,0,3,Yes,46.36,Single,Yes,Fiber Optic,4,TV,Month-to-Month,Bank Withdrawal,83.75,247.25,139.08,386.33,Churned,Attitude,Attitude of support person
0924-BJCRC,Female,70,Yes,Felton,95018,6,60,Yes,24.68,Multiple,Yes,Fiber Optic,19,Movies,Two Year,Bank Withdrawal,89.45,5294.6,1480.8,6785.4,Stayed,No Churn,No Churn
0925-VYDLG,Female,40,No,Ludlow,92338,0,3,Yes,17.87,Multiple,Yes,Fiber Optic,25,Unknown,Month-to-Month,Bank Withdrawal,75.25,242,53.61,295.61,Churned,Attitude,Attitude of service provider
0927-CNGRH,Male,42,No,Alta,95701,0,1,Yes,30.63,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,19.55,19.55,30.63,50.18,Joined,No Churn,No Churn
0927-LCSMG,Male,23,No,San Jose,95129,0,7,Yes,21.58,Single,Yes,Fiber Optic,71,Music,Month-to-Month,Mailed Check,74.65,544.55,151.06,705.61,Churned,Competitor,Competitor offered more data
0928-JMXNP,Male,78,Yes,Los Molinos,96055,3,4,No,0,No line,Yes,DSL,5,Unknown,Two Year,Bank Withdrawal,29.9,118.25,0,118.25,Stayed,No Churn,No Churn
0928-XUTSN,Female,22,No,Brawley,92227,0,13,Yes,44.99,Single,Yes,Fiber Optic,27,Movies & Music,Month-to-Month,Bank Withdrawal,80.5,1011.8,584.87,1571.68,Stayed,No Churn,No Churn
0929-HYQEW,Male,20,No,Oakland,94601,0,3,Yes,17.42,Single,Yes,DSL,59,Unknown,Month-to-Month,Credit Card,50.15,160.85,52.26,213.11,Joined,No Churn,No Churn
0929-PECLO,Female,74,No,Klamath,95548,0,63,Yes,41.8,Multiple,Yes,Fiber Optic,16,Movies & Music,Two Year,Bank Withdrawal,89.6,5538.8,2633.4,8172.2,Stayed,No Churn,No Churn
0930-EHUZA,Female,33,No,Calpine,96124,0,36,Yes,44.87,Single,Yes,Cable,8,TV,One Year,Credit Card,76.35,2606.35,1615.32,4221.67,Stayed,No Churn,No Churn
0931-MHTEM,Female,36,No,Big Bar,96010,0,54,Yes,34.27,Single,Yes,Fiber Optic,20,TV&Movies & Music,One Year,Credit Card,100.05,5299.65,1850.58,7150.23,Stayed,No Churn,No Churn
0932-YIXYU,Female,50,No,Dos Palos,93620,0,47,Yes,8.85,Single,No,No Internet,0,Unknown,Two Year,Credit Card,20.25,1029.8,415.95,1445.75,Stayed,No Churn,No Churn
0936-NQLJU,Female,40,Yes,Mokelumne Hill,95245,9,41,Yes,8.44,Single,No,No Internet,0,Unknown,Two Year,Credit Card,20.65,875.55,346.04,1221.59,Stayed,No Churn,No Churn
0939-EREMR,Female,40,No,Chico,95973,0,13,Yes,25.33,Single,Yes,Cable,27,Unknown,Month-to-Month,Credit Card,53.45,718.1,329.29,1021.02,Stayed,No Churn,No Churn
0939-YAPAF,Female,44,No,Santa Ana,92701,0,35,Yes,10.49,Multiple,Yes,Fiber Optic,17,TV&Movies & Music,Month-to-Month,Bank Withdrawal,100.25,3527.6,367.15,3894.75,Churned,Competitor,Competitor offered higher download speeds
